Phase I,Phase II,Random
,,-12.49080939241292
,,-12.491124604573674
,,-12.491429818051152
,,-12.491725329660829
,,-12.492011428111896
,,-12.492288396505213
,,-12.492556540523012
,,-12.49281609625788
,,-12.493067355454338
,,-12.49331057147976
,,-12.493545962646275
,,-12.493773798845263
,,-12.493994314210578
,,-12.494207736714698
,,-12.494414261570313
,,-12.49461413237707
,,-12.49480753346649
,,-12.494994670605355
,,-12.495175744624913
,,-12.495350949501397
,,-12.495520474521335
,,-12.495684504356687
,,-12.495843193795597
,,-12.495996718455425
,,-12.496145225049245
,,-12.49628890275116
,,-12.49642788940327
,,-12.49656232089109
,,-12.496692371711127
,,-12.496818147927456
,,-12.496939814910737
,,-12.49705749320956
,,-12.497171299917033
,,-12.497281368811544
,,-12.497387829612974
,,-12.49749078922638
,,-12.4975903519463
,,-12.497686638268629
,,-12.497779745942868
,,-12.497869770820133
,,-12.49795682419861
,,-12.498041012818353
,,-12.498122407497641
,,-12.498201109905391
,,-12.498277203200935
,,-12.498350783354404
,,-12.49842191281497
,,-12.498490683371582
,,-12.498557168619936
,,-12.498621455101643
,,-12.498683597163138
,,-12.498743677084091
,,-12.498801760189327
,,-12.498857896115974
,,-12.498912167913295
,,-12.498964629043137
,,-12.499015337533113
,,-12.499064357128413
,,-12.499111735933994
,,-12.49915753432866
,,-12.499201803762816
,,-12.499244588932337
,,-12.499285945041251
,,-12.499325913729745
,,-12.499364547200777
,,-12.499401884200234
,,-12.499437969221306
,,-12.499472844360751
,,-12.499506545433814
,,-12.499539117987648
,,-12.499570595581297
,,-12.499601016410109
,,-12.499630411805263
,,-12.49965882288117
,,-12.49968627406045
,,-12.49971280435285
,,-12.499738441655591
,,-12.499763212857475
,,-12.499787149319946
,,-12.49981028110371
,,-12.499832632920244
,,-12.499854228844981
,,-12.499875096569678
,,-12.499895262885373
,,-12.499914745511509
