LSTM-VQE,VQE after LSTM,VQE Random,VQE Zeros
0.7959578633308411,-0.2549391984939575,-0.6023979783058167,-2.1264684200286865
-0.8199008107185364,-0.2549391984939575,-0.6023979783058167,-2.1264684200286865
-0.5627092719078064,-0.2811729609966278,-0.6295337677001953,-2.134289503097534
-0.442544162273407,-0.30736467242240906,-0.6569613814353943,-2.141201972961426
-0.42950108647346497,-0.33344608545303345,-0.684642493724823,-2.1469974517822266
-0.37808263301849365,-0.3593505620956421,-0.7125383019447327,-2.1524124145507812
-0.326699435710907,-0.3850144147872925,-0.7406100034713745,-2.156560182571411
-0.29283884167671204,-0.4103788733482361,-0.7688184976577759,-2.1600258350372314
-0.274604469537735,-0.4353927969932556,-0.7971253991127014,-2.1629207134246826
-0.2652706503868103,-0.46001577377319336,-0.8254935145378113,-2.1650991439819336
-0.26039981842041016,-0.48422178626060486,-0.8538877964019775,-2.166656255722046
-0.25782695412635803,-0.5080015659332275,-0.8822771906852722,-2.1678855419158936
-0.25649285316467285,-0.5313621759414673,-0.9106355905532837,-2.1689581871032715
-0.25581756234169006,-0.554321825504303,-0.9389440417289734,-2.1698780059814453
-0.2554726302623749,-0.5769006609916687,-0.9671920537948608,-2.170649290084839
-0.25528430938720703,-0.5991153120994568,-0.9953793883323669,-2.171355724334717
-0.25516965985298157,-0.6209763884544373,-1.0235164165496826,-2.172093152999878
-0.25509387254714966,-0.6424920558929443,-1.0516234636306763,-2.1728668212890625
-0.2550405263900757,-0.6636701226234436,-1.0797293186187744,-2.173616886138916
-0.25500401854515076,-0.6845210194587708,-1.107867956161499,-2.1743032932281494
-0.25497958064079285,-0.705057680606842,-1.1360751390457153,-2.1749374866485596
-0.2549639344215393,-0.7252947092056274,-1.1643848419189453,-2.175542116165161
-0.2549544870853424,-0.7452467083930969,-1.1928263902664185,-2.1761019229888916
-0.254948228597641,-0.7649264335632324,-1.2214220762252808,-2.1765809059143066
-0.2549445629119873,-0.7843430638313293,-1.2501859664916992,-2.176968812942505
-0.2549423277378082,-0.8035020232200623,-1.2791216373443604,-2.1772944927215576
-0.25494107604026794,-0.8224046230316162,-1.308222770690918,-2.1775901317596436
-0.25494030117988586,-0.8410484790802002,-1.337471842765808,-2.1778621673583984
-0.2549397349357605,-0.8594280481338501,-1.366841197013855,-2.1781039237976074
-0.2549394965171814,-0.8775351643562317,-1.3962934017181396,-2.1783220767974854
-0.25493916869163513,-0.8953603506088257,-1.425782561302185,-2.1785387992858887
-0.2549390494823456,-0.9128936529159546,-1.4552558660507202,-2.178767204284668
-0.2549390494823456,-0.9301243424415588,-1.4846546649932861,-2.1789987087249756
-0.2549390494823456,-0.9470432996749878,-1.5139163732528687,-2.17921781539917
-0.2549389600753784,-0.9636417627334595,-1.542975902557373,-2.1794207096099854
-0.2549390494823456,-0.9799121618270874,-1.57176673412323,-2.179612636566162
-0.2549390196800232,-0.9958480000495911,-1.6002230644226074,-2.1797902584075928
-0.2549388110637665,-1.0114433765411377,-1.6282802820205688,-2.179940938949585
-0.25493913888931274,-1.0266934633255005,-1.6558761596679688,-2.1800568103790283
