LSTM-VQE,VQE after LSTM,VQE Random,VQE Zeros
-2.095829725265503,-2.1193416118621826,-0.5455446839332581,-2.1264684200286865
-2.1214089393615723,-2.1193416118621826,-0.5455446839332581,-2.1264684200286865
-2.1192424297332764,-2.129189968109131,-0.576187789440155,-2.134289503097534
-2.118842840194702,-2.1375012397766113,-0.6069132089614868,-2.141201972961426
-2.1194145679473877,-2.144434690475464,-0.6376808285713196,-2.1469974517822266
-2.119344472885132,-2.1502034664154053,-0.6684536933898926,-2.1524124145507812
-2.1193244457244873,-2.154982089996338,-0.6992006897926331,-2.156560182571411
-2.1193432807922363,-2.158879041671753,-0.729900598526001,-2.1600258350372314
-2.1193418502807617,-2.161999225616455,-0.7605470418930054,-2.1629207134246826
-2.1193411350250244,-2.164461612701416,-0.791153073310852,-2.1650991439819336
-2.1193416118621826,-2.166382312774658,-0.8217518925666809,-2.166656255722046
-2.1193416118621826,-2.167879343032837,-0.852388858795166,-2.1678855419158936
-2.1193416118621826,-2.1690592765808105,-0.8831079602241516,-2.1689581871032715
-2.1193416118621826,-2.1700146198272705,-0.9139382243156433,-2.1698780059814453
-2.1193416118621826,-2.170828342437744,-0.9448883533477783,-2.170649290084839
-2.1193416118621826,-2.1715638637542725,-0.9759476184844971,-2.171355724334717
-2.1193416118621826,-2.172257661819458,-1.00709068775177,-2.172093152999878
-2.1193416118621826,-2.172926664352417,-1.0382827520370483,-2.1728668212890625
-2.1193416118621826,-2.173578977584839,-1.0694832801818848,-2.173616886138916
-2.1193416118621826,-2.1742143630981445,-1.1006492376327515,-2.1743032932281494
-2.1193416118621826,-2.174828052520752,-1.1317371129989624,-2.1749374866485596
-2.1193416118621826,-2.175410270690918,-1.1627042293548584,-2.175542116165161
-2.1193416118621826,-2.175945997238159,-1.193509817123413,-2.1761019229888916
-2.1193416118621826,-2.176421642303467,-1.2241156101226807,-2.1765809059143066
-2.1193416118621826,-2.1768336296081543,-1.254486083984375,-2.176968812942505
-2.1193416118621826,-2.1771891117095947,-1.2845892906188965,-2.1772944927215576
-2.1193416118621826,-2.1774983406066895,-1.3143970966339111,-2.1775901317596436
-2.1193416118621826,-2.1777725219726562,-1.343885064125061,-2.1778621673583984
-2.1193416118621826,-2.178020715713501,-1.373032808303833,-2.1781039237976074
-2.1193416118621826,-2.1782517433166504,-1.401824712753296,-2.1783220767974854
-2.1193416118621826,-2.178476333618164,-1.4302490949630737,-2.1785387992858887
-2.1193416118621826,-2.178703546524048,-1.4582982063293457,-2.178767204284668
-2.1193416118621826,-2.178936004638672,-1.4859682321548462,-2.1789987087249756
-2.1193416118621826,-2.179166316986084,-1.5132579803466797,-2.17921781539917
-2.1193416118621826,-2.1793835163116455,-1.5401676893234253,-2.1794207096099854
-2.1193416118621826,-2.1795780658721924,-1.566697597503662,-2.179612636566162
-2.1193416118621826,-2.179745674133301,-1.5928460359573364,-2.1797902584075928
-2.1193416118621826,-2.179887294769287,-1.6186068058013916,-2.179940938949585
-2.1193416118621826,-2.180004358291626,-1.6439687013626099,-2.1800568103790283
-2.1193416118621826,-2.1800973415374756,-1.668913722038269,-2.180143117904663
-2.1193416118621826,-2.180166721343994,-1.6934171915054321,-2.1802074909210205
-2.1193416118621826,-2.1802139282226562,-1.717448353767395,-2.180251359939575
-2.1193416118621826,-2.1802425384521484,-1.740971326828003,-2.1802737712860107
-2.1193416118621826,-2.180257797241211,-1.7639473676681519,-2.1802799701690674
-2.1193416118621826,-2.1802639961242676,-1.786336064338684,-2.1802799701690674
-2.1193416118621826,-2.180264711380005,-1.8080978393554688,
-2.1193416118621826,,-1.8291953802108765,
-2.1193416118621826,,-1.849595546722412,
-2.1193416118621826,,-1.8692706823349,
-2.1193416118621826,,-1.8881990909576416,
-2.1193416118621826,,-1.9063657522201538,
-2.1193416118621826,,-1.9237624406814575,
-2.1193416118621826,,-1.9403871297836304,
-2.1193416118621826,,-1.9562432765960693,
-2.1193416118621826,,-1.9713388681411743,
-2.1193416118621826,,-1.9856858253479004,
-2.1193416118621826,,-1.9992982149124146,
-2.1193416118621826,,-2.0121920108795166,
-2.1193416118621826,,-2.0243847370147705,
-2.1193416118621826,,-2.035893678665161,
-2.1193416118621826,,-2.0467369556427,
-2.1193416118621826,,-2.0569331645965576,
-2.1193416118621826,,-2.0665011405944824,
-2.1193416118621826,,-2.075460433959961,
-2.1193416118621826,,-2.083831548690796,
-2.1193416118621826,,-2.0916359424591064,
-2.1193416118621826,,-2.0988965034484863,
-2.1193416118621826,,-2.1056370735168457,
-2.1193416118621826,,-2.1118829250335693,
-2.1193416118621826,,-2.1176598072052,
-2.1193416118621826,,-2.1229939460754395,
-2.1193416118621826,,-2.1279122829437256,
-2.1193416118621826,,-2.1324410438537598,
-2.1193416118621826,,-2.136606216430664,
-2.1193416118621826,,-2.1404335498809814,
-2.1193416118621826,,-2.143946886062622,
-2.1193416118621826,,-2.147169828414917,
-2.1193416118621826,,-2.1501240730285645,
-2.1193416118621826,,-2.1528308391571045,
-2.1193416118621826,,-2.1553092002868652,
-2.1193416118621826,,-2.1575775146484375,
-2.1193416118621826,,-2.1596529483795166,
-2.1193416118621826,,-2.161550998687744,
-2.1193416118621826,,-2.1632866859436035,
-2.1193416118621826,,-2.1648736000061035,
-2.1193416118621826,,-2.1663243770599365,
-2.1193416118621826,,-2.1676506996154785,
-2.1193416118621826,,-2.16886305809021,
-2.1193416118621826,,-2.1699717044830322,
-2.1193416118621826,,-2.170985221862793,
-2.1193416118621826,,-2.1719119548797607,
-2.1193416118621826,,-2.1727590560913086,
-2.1193416118621826,,-2.1735334396362305,
-2.1193416118621826,,-2.174240827560425,
-2.1193416118621826,,-2.174886703491211,
-2.1193416118621826,,-2.175475835800171,
-2.1193416118621826,,-2.1760122776031494,
-2.1193416118621826,,-2.1765003204345703,
-2.1193416118621826,,-2.176943302154541,
-2.1193416118621826,,-2.17734432220459,
,,-2.1777069568634033,
,,-2.1780335903167725,
,,-2.1783270835876465,
,,-2.1785900592803955,
,,-2.1788249015808105,
,,-2.1790337562561035,
,,-2.1792192459106445,
,,-2.179382801055908,
,,-2.1795270442962646,
,,-2.1796534061431885,
,,-2.1797635555267334,
,,-2.1798593997955322,
,,-2.1799423694610596,
,,-2.180013418197632,
,,-2.180074453353882,
,,-2.180126190185547,
,,-2.1801700592041016,
,,-2.180206775665283,
,,-2.1802375316619873,
,,-2.180263042449951,
,,-2.180284023284912,
,,-2.1803009510040283,
,,-2.1803150177001953,
,,-2.180326223373413,
,,-2.18033504486084,
,,-2.180341958999634,
,,-2.180347442626953,
,,-2.180351495742798,
,,-2.180354595184326,
,,-2.180356979370117,
,,-2.180358648300171,
,,-2.1803598403930664,
,,-2.180360794067383,
